gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,log2FC,significant
Dmel_CG33774 CG33774 Gene Expression,679.0597097254137,1.1095167489632647,0.28119637647981854,3.9457007336042063,7.956694160508133e-05,0.006631315198030899,Cocaine_vs_Sucrose_Male,1.1095167489632647,True
Dmel_CG16752 SPR Gene Expression,4292.288766106554,0.9029932946445209,0.2293902094773361,3.9364944855405315,8.268051931000387e-05,0.006827590406507751,Cocaine_vs_Sucrose_Male,0.9029932946445209,False
Dmel_CG34220 CG34220 Gene Expression,331.22499105909895,4.375558178575955,1.1149207323942267,3.924546428677221,8.689330029856428e-05,0.007110241781703428,Cocaine_vs_Sucrose_Male,4.375558178575955,True
Dmel_CG6999 CG6999 Gene Expression,789.6026157262414,-0.682507905119326,0.17424209161690185,-3.9170093677475193,8.965426622165456e-05,0.007270072524874889,Cocaine_vs_Sucrose_Male,-0.682507905119326,False
Dmel_CG13364 CG13364 Gene Expression,3852.4632103653544,0.7955871435902012,0.20369929890397584,3.9056940690072883,9.395531869565025e-05,0.007550819853388821,Cocaine_vs_Sucrose_Male,0.7955871435902012,False
Dmel_CG3578 bi Gene Expression,5962.026352021562,0.7060820959122206,0.18108882928650696,3.8990924989365494,9.655388689901714e-05,0.00769098704405357,Cocaine_vs_Sucrose_Male,0.7060820959122206,False
Dmel_CG11387 ct Gene Expression,27205.84093156154,0.7064823690099643,0.18336186804815965,3.8529405079163355,0.00011670775437212628,0.009214793834241303,Cocaine_vs_Sucrose_Male,0.7064823690099643,False
Dmel_CG3966 ninaA Gene Expression,124.43774316400024,-1.7621880892839017,0.45764731515443513,-3.850537370003457,0.0001178589443557665,0.00922476833170656,Cocaine_vs_Sucrose_Male,-1.7621880892839017,True
Dmel_CG2124 CG2124 Gene Expression,263.8435154481148,-0.945810345548428,0.2461114921646914,-3.843015769923968,0.00012153165635358056,0.009349627682381014,Cocaine_vs_Sucrose_Male,-0.945810345548428,False
Dmel_CG15154 Socs36E Gene Expression,4488.537819584302,0.6811751680929354,0.17723797090350377,3.843280108774194,0.00012140077349311064,0.009349627682381014,Cocaine_vs_Sucrose_Male,0.6811751680929354,False
Dmel_CG3712 mRpL33 Gene Expression,1731.2727687783777,0.8786050911076886,0.22917302209943785,3.8338068026456584,0.00012617525467225276,0.00962460565512667,Cocaine_vs_Sucrose_Male,0.8786050911076886,False
Dmel_CG1554 Polr2A Gene Expression,3237.114398482505,0.9816539375777609,0.25742977669490713,3.8132882302157607,0.0001371300300461905,0.01011727377414558,Cocaine_vs_Sucrose_Male,0.9816539375777609,False
Dmel_CG4838 beat-Ic Gene Expression,11925.177657007176,0.6253254041513441,0.1637355405018399,3.8191183309057894,0.0001339295088594624,0.01011727377414558,Cocaine_vs_Sucrose_Male,0.6253254041513441,False
Dmel_CG8588 pst Gene Expression,257.65650897949286,1.0525398543644326,0.2757698044649573,3.8167335122369477,0.00013523008982853908,0.01011727377414558,Cocaine_vs_Sucrose_Male,1.0525398543644326,True
Dmel_CG10200 hui Gene Expression,157.3008036140279,-1.5076812597309976,0.39526896752332363,-3.8143172968468213,0.0001365599217982889,0.01011727377414558,Cocaine_vs_Sucrose_Male,-1.5076812597309976,True
Dmel_CR45533 lncRNA:CR45533 Gene Expression,331.8391823237874,-0.9825009707644048,0.25858699034750604,-3.799498843480316,0.00014498898885956238,0.010610129176625373,Cocaine_vs_Sucrose_Male,-0.9825009707644048,False
Dmel_CG4208 XRCC1 Gene Expression,360.3782969590185,-0.8094644978914602,0.2132025492991404,-3.796692396748578,0.00014663956159052696,0.010644376563518817,Cocaine_vs_Sucrose_Male,-0.8094644978914602,False
Dmel_CG10084 swm Gene Expression,3444.505042862859,0.7012639794127867,0.1858095189527585,3.7741014742688237,0.0001605853914516505,0.011563432867650448,Cocaine_vs_Sucrose_Male,0.7012639794127867,False
